YYYYMMDD,DDVEC,FHVEC,FG,TG,SQ,SP,Q,DR,RH,PG,NG,UG,EV24
20080728,307,9,21,232,29,18,1597,25,8,10148,8,86,31
20080729,276,10,23,207,37,24,1474,3,18,10157,5,83,27
20080730,84,23,27,219,63,40,1770,0,0,10190,4,71,33
20080731,113,17,24,241,107,69,2267,0,0,10142,1,70,44
20080801,227,35,42,200,78,50,1896,27,97,10141,4,76,35
20080802,206,36,38,191,61,39,1790,20,11,10143,6,77,32
20080803,219,39,40,183,9,6,804,52,87,10107,8,90,14
20080804,256,42,43,177,106,69,1839,8,33,10091,5,78,32
20080805,233,23,28,190,63,41,1757,7,2,10151,6,82,31
20080806,203,12,24,217,92,60,2036,10,2,10126,5,77,38
20080807,225,8,28,191,21,14,764,40,127,10054,6,91,14
20080808,283,24,33,167,44,29,1265,12,104,10078,5,87,22
20080809,225,34,36,171,71,47,1851,32,10,10130,6,78,32
20080810,222,51,53,182,69,46,1426,18,24,10051,5,80,25
20080811,209,31,34,171,9,6,1037,0,-1,10040,7,81,18
20080812,201,37,49,170,63,42,1400,31,22,9954,4,78,24
20080813,217,73,74,167,61,41,1475,22,35,10032,6,75,25
20080814,225,36,40,151,70,47,1593,7,1,10134,3,82,26
20080815,275,9,16,147,108,73,1895,5,40,10151,1,81,31
20080816,131,19,21,159,109,74,2126,0,0,10125,2,72,36
20080817,167,21,27,163,9,6,937,15,90,10088,8,79,16
20080818,177,27,29,161,5,3,613,96,132,10081,8,93,10
20080819,206,47,48,175,40,28,1205,7,45,10062,7,82,21
20080820,226,46,46,167,22,15,814,41,57,10111,8,88,14
20080821,211,35,37,170,42,29,1185,3,18,10149,6,83,20
20080822,233,12,19,145,5,3,556,56,64,10128,7,94,9
20080823,263,18,27,148,91,64,1727,29,132,10118,6,84,28
20080824,200,30,31,152,18,13,1050,13,3,10123,6,84,17
20080825,224,41,43,180,59,42,1535,0,-1,10150,7,80,27
20080826,224,39,39,175,0,0,370,0,-1,10210,8,86,6
20080827,227,34,35,168,0,0,343,10,1,10208,8,90,6
20080828,253,25,26,178,0,0,504,0,0,10197,8,85,9
20080829,292,13,25,182,77,56,1480,0,0,10199,4,84,26
20080830,97,29,30,187,127,92,2062,0,0,10185,0,77,37
20080831,156,22,29,207,105,77,1861,0,-1,10118,1,78,34
20080901,220,42,45,171,46,34,1214,0,-1,10140,5,78,21
20080902,196,41,45,151,0,0,524,66,75,10063,7,90,9
20080903,207,46,47,139,10,7,770,2,2,10037,5,86,12
20080904,203,55,56,154,68,51,1357,0,0,10033,5,75,23
20080905,155,37,39,161,6,4,688,42,42,10006,8,87,12
20080906,187,44,47,174,46,35,1049,2,6,10009,5,75,18
20080907,189,45,48,151,4,3,477,42,66,10053,7,89,8
20080908,220,29,32,148,16,12,649,37,67,10142,7,92,11
20080909,151,28,30,173,101,77,1756,15,29,10141,4,79,30
20080910,217,22,28,180,62,47,1217,0,0,10140,5,86,21
20080911,129,21,30,201,87,67,1438,2,51,10102,4,81,26
20080912,266,12,23,163,10,8,366,89,375,10112,8,95,6
20080913,50,24,28,129,31,24,724,18,9,10192,5,85,11
20080914,60,34,36,119,106,83,1623,0,0,10254,1,73,25
20080915,65,32,33,118,70,55,1200,0,0,10257,4,76,18
20080916,50,15,16,124,12,9,749,0,0,10248,8,79,12
20080917,69,13,15,112,17,13,874,0,0,10239,5,85,13
20080918,80,21,23,99,106,85,1563,0,0,10244,0,76,23
20080919,46,20,20,102,81,65,1360,0,0,10275,2,76,20
20080920,56,18,20,106,114,92,1579,0,0,10315,0,81,23
20080921,25,19,20,126,40,32,1052,0,0,10265,5,85,16
20080922,22,22,24,133,19,15,914,0,-1,10225,8,79,15
20080923,13,27,28,132,1,1,388,36,18,10201,8,89,6
20080924,50,32,33,130,8,7,581,0,-1,10247,6,86,9
20080925,56,27,29,117,97,80,1408,0,0,10322,1,82,22
20080926,55,23,24,116,107,89,1405,0,0,10358,0,83,21
20080927,109,2,8,104,108,91,1417,0,0,10310,0,84,21
20080928,260,8,17,110,81,68,1209,7,2,10240,4,86,18
20080929,244,23,28,116,13,11,623,44,42,10157,7,89,10
20080930,232,49,50,124,0,0,331,176,216,10027,8,92,5
20081001,249,52,54,121,45,39,736,78,183,9960,7,84,11
20081002,227,42,44,94,51,44,863,51,128,10007,6,85,12
20081003,227,28,33,84,85,74,1230,20,29,10069,5,86,17
20081004,213,44,48,91,22,19,738,25,8,10124,6,75,11
20081005,202,50,55,113,0,0,139,197,186,10012,8,94,2
20081006,83,6,17,110,22,19,406,0,-1,10127,7,94,6
20081007,155,33,33,144,26,23,490,3,1,10119,7,91,8
20081008,282,17,21,125,25,22,595,33,11,10177,5,87,9
20081009,158,3,9,93,87,78,937,0,0,10313,1,86,13
20081010,198,28,29,112,75,68,987,0,0,10314,2,82,15
20081011,203,27,28,136,78,71,1006,0,0,10276,2,88,16
20081012,189,18,22,134,40,37,638,0,0,10254,6,91,10
20081013,216,23,29,158,65,60,879,0,-1,10180,5,88,15
20081014,237,20,23,150,48,44,784,0,-1,10197,7,82,13
20081015,220,37,42,138,0,0,193,39,54,10126,8,90,3
20081016,262,33,38,109,37,35,591,20,50,10113,5,80,9
20081017,253,20,23,88,46,43,704,17,14,10185,4,85,10
20081018,217,37,38,102,45,43,649,0,0,10186,6,84,10
20081019,206,40,41,113,25,24,618,0,0,10193,5,83,9
20081020,201,51,52,129,73,70,890,0,-1,10102,5,73,14
20081021,246,32,35,100,28,27,446,86,82,10106,6,86,7
20081022,225,25,27,85,50,49,673,0,0,10219,4,81,9
20081023,191,45,45,94,81,79,863,0,0,10246,3,80,12
20081024,203,31,36,89,0,0,142,74,55,10232,7,90,2
20081025,191,30,32,80,80,79,833,0,0,10289,4,87,12
20081026,217,54,55,119,0,0,96,94,99,10151,8,92,1
20081027,251,26,29,85,66,66,704,0,-1,10076,4,80,10
20081028,232,17,22,42,32,32,439,28,15,10090,4,92,5
20081029,133,9,13,12,37,38,518,0,0,10075,4,98,6
20081030,63,22,23,26,35,36,471,0,-1,10001,6,93,5
20081031,57,27,28,49,33,34,498,0,0,10065,7,89,6
20081101,70,36,40,63,0,0,189,52,32,10083,7,95,2
20081102,103,15,24,84,33,34,523,0,-1,10156,5,90,7
20081103,61,31,32,80,0,0,103,0,-1,10147,8,97,1
20081104,50,17,18,68,0,0,263,0,0,10195,8,99,4
20081105,50,31,32,90,0,0,73,26,5,10154,8,94,1
20081106,145,19,21,100,36,39,416,3,1,10149,6,93,6
20081107,172,29,30,90,37,40,467,17,5,10128,5,90,7
20081108,178,44,45,91,78,85,625,0,-1,10158,2,86,9
20081109,198,58,61,101,19,21,387,21,50,10119,6,78,6
20081110,207,69,72,129,0,0,163,68,170,10069,8,82,3
20081111,221,55,56,94,37,41,294,73,184,10062,5,85,4
20081112,225,40,42,82,27,30,305,7,7,10152,5,88,4
20081113,215,28,30,84,43,48,464,2,1,10232,4,87,7
20081114,221,47,47,98,0,0,94,65,8,10236,8,95,1
20081115,243,40,41,113,0,0,113,39,30,10249,8,91,2
20081116,290,23,27,82,8,9,218,0,-1,10281,6,84,3
20081117,200,21,25,63,35,40,402,5,1,10288,7,77,5
20081118,235,22,36,74,9,10,112,31,13,10140,7,89,2
20081119,246,36,37,92,6,7,183,0,0,10162,7,86,3
20081120,281,46,49,98,8,9,214,58,56,10102,8,84,3
20081121,313,53,58,52,36,42,346,71,94,10045,6,80,4
20081122,323,35,37,18,36,42,343,42,79,10078,5,87,4
20081123,189,34,42,8,9,11,144,77,35,9972,6,95,2
20081124,22,19,30,8,28,33,286,48,39,9956,5,94,3
20081125,314,20,21,23,38,45,308,2,2,10140,3,91,4
20081126,231,31,32,47,0,0,177,26,7,10237,7,94,2
20081127,205,52,53,63,0,0,57,0,-1,10151,8,95,1
20081128,178,38,40,37,0,0,108,0,0,10023,8,92,1
20081129,158,18,22,19,12,15,223,8,2,9953,6,93,3
20081130,76,22,23,5,0,0,53,101,84,9945,7,98,1
20081201,345,5,13,37,5,6,185,0,-1,9995,8,98,2
20081202,222,33,37,36,21,26,238,40,51,10027,6,92,3
20081203,225,24,26,23,35,43,300,7,12,9979,4,91,3
20081204,179,43,46,26,2,2,104,44,38,9889,7,92,1
20081205,196,29,29,52,8,10,151,0,-1,9877,7,91,2
20081206,299,18,20,56,40,50,307,8,4,10078,7,88,4
20081207,268,20,23,48,65,82,387,0,-1,10256,2,87,5
20081208,218,36,37,20,25,32,204,0,0,10232,5,93,2
20081209,255,18,25,17,10,13,87,47,26,10140,6,96,1
20081210,221,22,28,20,50,64,309,27,28,10123,4,92,4
20081211,181,41,42,31,0,0,59,2,2,10104,8,91,1
20081212,189,41,45,16,23,29,248,0,0,10156,7,91,3
20081213,136,63,63,-5,61,78,341,0,0,10034,1,83,4
20081214,98,30,38,23,20,26,186,0,0,10025,4,81,2
20081215,47,30,32,22,0,0,78,0,0,10162,7,91,1
20081216,165,12,19,0,0,0,122,0,0,10162,8,98,1
20081217,214,17,21,23,26,34,172,0,-1,10130,6,96,2
20081218,204,35,36,43,0,0,83,0,-1,10173,7,94,1
20081219,250,34,40,63,54,70,307,57,55,10209,5,85,4
20081220,264,46,47,86,0,0,83,18,9,10219,7,87,1
20081221,243,44,45,89,0,0,92,22,11,10283,8,88,1
20081222,275,32,35,77,29,38,233,19,6,10318,5,90,3
20081223,194,10,13,51,12,16,189,0,-1,10357,8,97,2
20081224,304,19,25,66,0,0,83,10,1,10328,7,89,1
20081225,53,34,36,36,3,4,131,0,0,10358,5,87,2
20081226,69,43,44,-9,65,84,386,0,0,10401,0,76,4
20081227,69,39,40,-22,66,85,376,0,0,10376,0,80,4
20081228,77,33,34,-28,66,85,415,0,0,10326,1,83,4
20081229,80,30,30,-38,66,85,380,0,0,10318,0,81,3
20081230,62,16,17,-44,66,85,450,0,0,10316,0,84,4
20081231,3,11,14,-56,31,40,259,0,-1,10278,4,92,2
20090101,239,12,16,-6,2,3,81,0,0,10296,8,92,1
20090102,39,17,22,-8,10,13,146,6,5,10296,5,92,1
20090103,236,15,19,-27,0,0,90,0,-1,10278,6,89,1
20090104,257,38,38,23,0,0,78,104,40,10185,8,85,1
20090105,52,48,52,-12,38,48,311,38,21,10219,5,81,3
20090106,47,16,21,-59,68,86,483,0,0,10265,0,76,4
20090107,255,12,20,-8,11,14,204,11,2,10233,7,89,2
20090108,156,19,20,-45,0,0,133,0,-1,10306,7,99,1
20090109,107,6,9,-69,65,81,439,0,-1,10306,0,95,3
20090110,168,17,21,-68,68,84,496,0,0,10285,0,86,4
20090111,184,41,41,-11,69,85,459,0,0,10272,2,71,5
20090112,194,62,62,39,2,2,208,36,24,10169,7,73,3
20090113,202,42,42,46,0,0,69,83,40,10116,8,96,1
20090114,240,24,26,41,10,12,207,0,-1,10149,8,98,3
20090115,152,32,33,26,69,84,441,0,0,10198,5,84,5
20090116,161,37,39,17,0,0,177,0,-1,10190,8,85,2
20090117,187,49,51,50,8,10,113,15,7,10126,7,90,1
20090118,204,53,61,55,7,8,93,30,54,9977,5,86,1
20090119,190,52,65,48,10,12,89,58,41,9875,7,88,1
20090120,196,46,48,40,35,41,320,7,9,9944,6,84,4
20090121,192,34,35,34,10,12,239,0,0,10050,8,87,3
20090122,172,61,64,40,0,0,90,100,68,9935,8,88,1
20090123,201,19,59,51,0,0,78,161,226,9732,8,92,1
20090124,245,28,32,40,26,30,258,0,-1,9889,6,87,3
20090125,146,47,48,22,59,68,460,0,0,9963,5,85,5
20090126,112,28,33,13,58,66,475,0,0,10029,2,81,5
20090127,72,18,20,-5,70,80,523,0,0,10150,3,88,5
20090128,136,27,28,-10,77,87,567,0,0,10189,2,89,6
20090129,111,25,26,-12,79,89,654,0,0,10219,2,87,7
20090130,104,39,40,1,77,86,623,0,0,10225,0,78,7
20090131,96,57,58,1,80,89,651,0,0,10194,1,73,7
20090201,67,66,67,-13,41,45,515,0,-1,10131,5,69,5
20090202,86,63,65,14,2,2,170,0,-1,10007,7,73,2
20090203,187,9,26,22,0,0,120,66,24,9999,8,86,1
20090204,155,10,14,4,0,0,105,0,-1,9978,8,93,1
20090205,146,25,31,33,14,15,227,28,30,9928,7,94,3
20090206,156,20,21,41,45,48,503,0,-1,9909,6,93,6
20090207,316,21,27,29,19,20,304,42,30,9922,7,90,4
20090208,236,22,26,13,32,34,417,16,17,10022,5,91,5
20090209,163,34,43,26,0,0,138,78,98,9995,8,91,2
20090210,326,18,48,38,0,0,79,82,82,9912,8,92,1
20090211,295,29,33,24,40,41,461,22,23,10134,4,86,5
20090212,308,22,24,16,70,72,690,6,5,10201,4,86,8
20090213,309,15,23,17,3,3,216,43,23,10204,6,91,2
20090214,352,15,18,-6,77,78,769,0,0,10279,1,85,8
20090215,233,30,32,15,3,3,290,72,33,10257,7,92,3
20090216,285,30,31,61,9,9,418,90,59,10210,8,94,5
20090217,25,20,36,40,0,0,174,77,38,10217,7,92,2
20090218,121,20,22,-4,52,51,632,0,0,10277,6,74,7
20090219,223,21,23,18,0,0,199,39,10,10264,8,89,2
20090220,310,27,29,52,1,1,221,20,6,10283,8,94,3
20090221,243,23,24,55,14,14,386,0,0,10299,8,86,5
20090222,298,32,33,66,0,0,281,17,5,10223,8,87,4
20090223,319,36,38,61,11,11,349,22,7,10205,8,86,5
20090224,335,11,23,41,10,10,342,0,0,10270,7,80,4
20090225,228,35,36,49,7,7,209,18,6,10268,8,91,3
20090226,267,46,47,68,20,19,614,38,16,10196,6,85,8
20090227,258,32,33,74,0,0,188,106,34,10175,8,93,3
20090228,241,17,23,72,5,5,342,22,5,10149,8,87,5
20090301,137,18,31,65,38,35,654,13,5,10088,6,89,9
20090302,274,26,30,54,28,26,555,0,0,10141,5,87,7
20090303,184,44,45,58,0,0,273,0,-1,10086,8,83,4
20090304,159,53,55,60,0,0,256,6,1,9878,7,76,3
20090305,334,27,30,45,7,6,551,27,3,9912,7,87,7
20090306,325,44,46,50,24,21,619,20,4,10021,6,82,8
20090307,208,29,30,44,58,52,862,6,2,10102,4,89,11
20090308,240,56,60,74,65,57,1024,64,68,10024,6,78,14
20090309,252,52,52,58,6,5,304,8,3,10074,7,75,4
20090310,251,18,38,56,2,2,219,61,49,10084,7,90,3
20090311,288,25,31,67,65,56,995,0,-1,10217,6,77,13
20090312,246,40,43,80,0,0,212,60,29,10187,7,91,3
20090313,242,16,23,77,63,54,998,0,0,10204,5,78,14
20090314,242,26,35,89,18,15,484,29,16,10162,7,84,7
20090315,308,37,38,82,31,26,725,0,0,10277,7,80,10
20090316,241,11,20,80,30,25,754,0,0,10331,6,87,10
20090317,17,20,28,72,86,72,1322,0,0,10352,3,82,18
20090318,115,6,14,45,79,66,1199,0,0,10330,5,80,15
20090319,40,30,33,70,78,65,1325,0,0,10292,4,74,18
20090320,52,22,25,44,112,92,1628,0,0,10326,0,71,20
20090321,293,15,18,49,111,91,1609,0,0,10290,1,67,20
20090322,301,39,43,81,61,50,1150,0,-1,10262,7,78,16
20090323,275,53,56,70,17,14,410,31,58,10101,7,79,6
20090324,324,32,43,50,82,66,1348,11,8,10097,5,75,17
20090325,266,38,50,59,24,19,700,81,87,9997,8,86,9
20090326,236,46,48,73,2,2,297,83,48,10005,7,89,4
20090327,242,49,53,68,47,37,1071,10,13,9969,6,73,14
20090328,231,20,28,61,33,26,790,88,88,9956,7,86,10
20090329,337,24,26,57,42,33,1035,0,-1,10112,7,79,13
20090330,240,10,18,50,102,80,1610,0,0,10213,3,75,20
20090331,34,7,22,73,110,86,1747,0,0,10239,1,75,24
20090401,44,42,43,97,111,86,1708,0,0,10222,1,80,25
20090402,57,44,45,119,120,92,1841,0,0,10191,0,70,28
20090403,255,7,20,133,117,90,1723,0,0,10159,0,71,27
20090404,240,32,33,96,4,3,499,0,0,10196,8,86,7
20090405,45,7,20,94,59,45,1202,0,0,10229,4,83,17
20090406,118,26,29,124,88,66,1631,0,0,10128,2,73,25
20090407,222,20,28,106,3,2,562,0,-1,10094,6,83,8
20090408,194,43,46,89,38,28,659,38,22,10106,3,85,9
20090409,154,22,27,107,25,19,736,5,1,10135,5,89,11
20090410,144,41,44,173,92,68,1707,2,2,10069,4,62,30
20090411,159,9,21,167,52,38,1266,5,2,10090,6,66,22
20090412,340,19,23,140,22,16,1096,13,58,10107,7,84,18
20090413,311,23,24,116,95,69,1806,0,0,10102,1,83,28
20090414,30,22,26,130,85,62,1751,0,0,10103,3,78,28
20090415,69,32,38,173,125,90,1954,0,-1,10088,1,61,34
20090416,285,4,25,145,30,22,1183,10,3,10061,6,75,19
20090417,29,31,37,126,63,45,1473,29,23,10068,5,77,23
20090418,37,49,50,119,128,91,2264,0,0,10154,1,61,35
20090419,77,21,25,117,81,57,1662,0,0,10224,2,74,25
20090420,25,28,30,131,121,85,2132,0,0,10249,0,71,34
20090421,341,25,28,123,132,93,2301,0,0,10250,0,70,36
20090422,333,31,33,101,121,85,2304,0,0,10251,1,73,34
20090423,356,3,20,99,68,47,1755,0,0,10248,4,75,26
20090424,121,37,40,124,132,91,2304,0,0,10189,0,66,36
20090425,168,22,36,139,77,53,1808,0,-1,10107,4,64,29
20090426,276,7,17,133,36,25,1099,44,28,10079,8,84,17
20090427,187,32,40,117,61,42,1475,44,44,10012,6,76,23
20090428,163,10,23,92,13,9,638,44,16,10029,6,86,9
20090429,86,16,18,99,64,43,1592,0,0,10109,2,76,23
20090430,54,12,21,124,102,69,2097,0,0,10187,2,69,33
20090501,332,14,20,143,108,73,2120,0,0,10236,2,75,34
20090502,271,19,23,127,83,56,1585,0,0,10274,3,78,25
20090503,275,23,29,93,40,27,1196,16,4,10249,6,81,17
20090504,259,28,30,101,90,60,1913,15,6,10248,5,68,28
20090505,252,39,42,117,1,1,611,112,81,10184,8,90,9
20090506,253,46,48,131,3,2,723,56,37,10156,8,81,11
20090507,231,39,39,128,51,33,1259,0,0,10145,5,80,20
20090508,238,48,49,120,74,48,1578,5,15,10129,4,72,24
20090509,199,17,23,115,56,37,1949,0,0,10176,5,69,30
20090510,29,23,27,136,129,84,2500,0,0,10194,2,65,40
20090511,33,62,63,118,100,65,2316,0,0,10210,3,67,36
20090512,75,66,67,131,84,54,2226,0,0,10211,4,50,35
20090513,89,59,61,159,66,42,2078,0,-1,10162,7,54,35
20090514,90,39,41,164,21,13,1418,17,23,10081,8,62,24
20090515,166,16,29,135,3,2,595,81,89,10053,7,92,10
20090516,187,36,40,126,80,51,1552,3,2,10113,5,78,24
20090517,181,27,37,130,26,16,1003,92,128,10120,6,83,16
20090518,211,40,43,139,105,66,2054,0,-1,10171,4,71,33
20090519,206,20,28,140,73,46,1744,0,0,10203,4,74,28
20090520,224,4,24,143,96,60,2274,0,0,10205,3,70,37
20090521,298,14,22,137,62,39,1876,0,0,10140,4,73,30
20090522,268,26,30,133,117,73,2382,3,6,10165,5,72,38
20090523,152,16,20,162,71,44,2192,0,-1,10190,5,68,37
20090524,344,19,25,162,148,92,2764,0,0,10194,0,69,47
20090525,74,24,27,187,99,61,2208,4,1,10158,4,69,39
20090526,241,30,47,143,27,17,725,44,256,10119,6,88,12
20090527,230,53,53,122,44,27,1370,9,2,10225,6,78,21
20090528,301,30,36,152,90,55,2025,0,0,10277,4,77,34
20090529,47,33,33,150,150,92,2971,0,0,10320,0,60,49
20090530,62,40,43,165,150,92,2790,0,0,10271,1,61,48
20090531,57,39,41,186,117,72,2449,0,0,10242,2,65,43
20090601,15,36,38,191,144,88,2605,0,0,10230,1,69,47
20090602,351,41,42,161,130,79,2859,0,0,10220,2,68,48
20090603,336,41,41,126,54,33,1714,0,0,10196,6,64,27
20090604,310,31,32,105,33,20,1438,3,2,10160,7,69,21
20090605,356,13,21,101,36,22,1306,3,1,10107,5,72,19
20090606,68,34,40,117,48,29,1687,0,0,10032,5,66,26
20090607,96,17,26,112,15,9,1071,38,109,10029,7,84,16
20090608,182,17,28,141,86,52,2123,9,1,10070,5,72,34
20090609,208,28,43,148,54,32,1672,33,99,10052,7,81,27
20090610,219,15,28,142,22,13,1404,55,66,10111,8,82,23
20090611,306,28,33,131,49,29,1544,84,103,10134,7,81,24
20090612,294,28,30,132,148,89,2783,0,0,10208,2,70,44
20090613,175,14,17,149,114,68,2595,0,0,10212,4,72,43
20090614,249,16,25,166,37,22,1102,50,41,10177,7,83,19
20090615,11,9,15,154,39,23,1381,7,12,10167,6,79,23
20090616,25,13,21,138,78,47,1918,28,59,10215,4,83,31
20090617,179,24,29,173,102,61,2427,6,3,10199,4,71,42
20090618,266,32,34,172,74,44,2201,4,1,10166,7,65,38
20090619,271,39,41,153,98,59,2151,6,2,10183,6,68,36
20090620,289,32,33,144,71,42,1743,2,2,10212,6,72,28
20090621,340,24,27,135,70,42,2120,3,2,10227,6,75,34
20090622,4,24,26,144,72,43,1945,0,-1,10275,5,72,32
20090623,24,41,41,163,146,87,2759,0,0,10278,1,69,47
20090624,35,46,46,181,142,85,2727,0,0,10211,1,71,48
20090625,61,38,39,204,122,73,2485,0,0,10140,2,66,46
20090626,70,25,27,200,44,26,1831,7,18,10118,6,78,33
20090627,67,13,16,199,24,14,1363,0,0,10145,5,87,25
20090628,317,11,15,198,36,22,1269,14,12,10160,6,90,23
20090629,341,19,21,205,97,58,2424,0,0,10187,4,83,45
20090630,355,27,29,208,131,78,2765,0,0,10214,1,80,51
20090701,27,29,30,211,107,64,2560,0,0,10223,2,77,48
20090702,48,28,30,234,106,64,2246,0,0,10181,2,70,43
20090703,239,20,35,222,97,58,2382,0,0,10129,4,73,45
20090704,318,17,25,202,130,78,2573,0,0,10132,2,70,47
20090705,222,9,22,206,91,55,2087,0,-1,10103,4,71,38
20090706,235,34,36,185,91,55,2070,4,17,10072,4,73,37
20090707,213,43,44,158,35,21,1257,36,192,10038,7,85,21
20090708,276,39,41,156,45,27,1543,25,51,10080,7,82,26
20090709,272,34,36,151,57,35,1410,0,-1,10128,6,69,23
20090710,274,40,43,144,16,10,1121,51,41,10129,8,78,18
20090711,263,20,26,166,70,43,2082,0,-1,10138,7,74,36
20090712,216,29,34,175,47,29,969,67,65,10090,6,84,17
20090713,208,26,30,182,93,57,1981,0,0,10109,5,73,35
20090714,248,5,17,195,77,47,2039,0,-1,10107,5,73,37
20090715,219,40,43,197,115,71,2353,1,3,10158,4,68,43
20090716,166,17,29,204,122,75,2491,0,0,10188,2,64,46
20090717,200,34,43,192,81,50,1968,26,77,10073,5,69,35
20090718,235,44,48,160,46,28,1071,24,41,10083,6,81,18
20090719,231,36,39,167,59,37,1625,18,83,10118,6,76,28
20090720,245,41,44,174,84,52,1991,9,15,10145,6,70,35
20090721,149,22,27,191,58,36,1819,15,95,10100,6,80,33
20090722,245,21,27,193,44,27,1613,48,120,10046,7,83,29
20090723,229,20,22,171,31,19,998,25,43,10050,7,86,17
20090724,232,36,38,163,65,41,1479,18,57,10118,6,81,25
20090725,267,31,35,165,121,76,2139,0,-1,10203,3,77,36
20090726,197,23,27,181,82,52,2156,0,-1,10190,4,72,38
20090727,232,24,30,179,62,39,1578,8,5,10119,5,79,28
20090728,220,24,28,172,72,46,1695,5,2,10190,6,78,29
20090729,180,19,25,194,28,18,1570,6,117,10144,8,70,28
20090730,243,46,48,160,90,58,1868,11,47,10176,4,77,32
20090731,153,16,18,155,109,70,2239,0,0,10220,2,77,37
20090801,142,21,24,188,68,44,2112,0,-1,10116,6,72,38
20090802,275,21,25,165,19,12,870,59,99,10111,6,84,15
20090803,209,9,18,159,68,44,2045,0,0,10170,4,76,34
20090804,161,19,23,185,135,88,2533,0,0,10203,3,70,45
20090805,126,20,22,208,97,63,2300,0,0,10204,4,67,42
20090806,113,19,23,221,119,78,2392,0,0,10185,2,69,45
20090807,280,7,29,216,59,39,1825,0,0,10172,5,75,34
20090808,351,24,27,186,58,38,1493,0,0,10201,5,76,27
20090809,350,18,20,172,24,16,1302,0,0,10189,6,84,23
20090810,236,12,18,183,75,50,2003,24,11,10159,5,77,35
20090811,280,25,30,188,34,23,1336,34,51,10178,6,83,24
20090812,261,25,28,179,18,12,801,42,49,10173,7,87,14
20090813,318,18,23,175,54,36,1656,0,0,10171,6,79,29
20090814,210,15,18,168,87,59,1755,0,0,10182,3,75,30
20090815,220,38,40,212,123,84,2272,0,0,10144,1,68,42
20090816,244,31,33,192,85,58,1764,0,0,10146,3,80,32
20090817,256,19,25,178,51,35,1449,0,0,10150,5,82,25
20090818,177,16,20,189,97,67,1869,0,0,10198,2,76,33
20090819,157,21,23,210,113,78,2095,0,0,10182,0,72,39
20090820,198,27,42,235,78,54,1807,9,14,10147,4,68,35
20090821,237,33,35,177,62,43,1583,0,0,10203,3,73,28
20090822,264,11,21,157,102,71,1796,0,0,10238,2,77,30
20090823,140,32,33,183,120,84,2129,0,0,10192,1,66,38
20090824,162,26,33,210,102,72,1977,0,-1,10085,3,62,37
20090825,221,20,23,168,18,13,618,32,20,10107,6,87,11
20090826,186,30,31,174,73,52,1688,0,0,10138,3,74,29
20090827,219,25,28,190,27,19,1030,0,-1,10134,6,79,18
20090828,236,51,55,163,75,54,1546,42,215,10114,6,74,26
20090829,248,37,40,150,109,79,1788,11,10,10181,4,74,30
20090830,220,26,30,152,43,31,881,0,-1,10192,6,80,15
20090831,170,28,31,188,69,50,1642,0,0,10141,3,68,29
20090901,198,39,43,175,29,21,688,30,13,10091,5,78,12
20090902,197,39,42,170,57,42,1417,15,9,10102,6,74,24
20090903,220,65,70,153,30,22,868,53,67,9986,7,80,14
20090904,244,54,58,142,53,39,1162,73,175,10049,7,81,19
20090905,265,40,43,154,82,61,1428,5,13,10183,6,75,24
20090906,232,26,28,149,17,13,831,0,-1,10227,7,78,14
20090907,200,24,28,166,90,68,1660,0,-1,10204,3,78,28
20090908,175,21,22,185,109,83,1784,0,0,10203,1,79,32
20090909,3,29,33,168,2,2,712,0,-1,10261,7,83,12
20090910,18,40,40,159,89,68,1476,0,-1,10330,4,76,25
20090911,19,32,33,145,50,38,1079,0,0,10337,5,80,18
20090912,1,25,27,146,67,52,1384,0,-1,10283,5,81,23
20090913,346,33,34,146,30,23,825,2,3,10231,5,84,14
20090914,39,44,46,152,55,43,1208,0,-1,10215,6,80,20
20090915,52,39,40,150,1,1,376,45,32,10193,8,91,6
20090916,33,47,48,158,32,25,1049,0,0,10195,5,81,18
20090917,36,33,34,129,78,62,1463,0,0,10211,3,78,23
20090918,55,24,25,143,116,93,1627,0,0,10187,0,80,26
20090919,110,8,14,171,68,55,1286,0,0,10157,5,85,22
20090920,343,20,23,149,39,31,949,0,0,10207,4,90,16
20090921,255,10,15,137,85,69,1302,0,0,10255,3,81,21
20090922,230,35,37,153,82,67,1284,0,0,10239,3,82,21
20090923,268,20,25,165,42,34,1006,0,-1,10246,7,80,17
20090924,304,17,18,135,86,71,1272,0,0,10246,3,81,20
20090925,255,8,14,111,20,17,598,0,0,10268,4,87,9
20090926,357,3,8,116,95,79,1319,0,0,10272,2,84,20
20090927,311,8,10,120,81,68,1165,0,0,10265,1,83,18
20090928,253,25,26,141,12,10,684,0,-1,10233,6,86,11
20090929,270,28,28,153,1,1,347,12,8,10196,8,91,6
20090930,257,17,24,148,1,1,325,45,15,10168,8,94,5
20091001,296,22,27,131,25,21,530,22,53,10151,6,83,8
20091002,247,22,26,115,0,0,390,0,-1,10162,8,80,6
20091003,224,61,63,136,6,5,326,8,48,10074,8,83,5
20091004,266,32,35,114,83,72,984,0,-1,10106,4,73,15
20091005,130,21,25,111,0,0,242,50,30,10125,8,94,4
20091006,201,29,36,150,1,1,409,24,54,10098,8,93,7
20091007,256,12,43,159,11,10,373,92,156,10087,8,93,6
20091008,336,15,20,106,72,64,927,45,113,10164,3,86,14
20091009,101,34,36,94,97,87,1187,24,99,10198,3,80,17
20091010,257,19,28,128,16,14,476,25,20,10121,7,92,7
