feature,mean,std
temp_c,10.824410184536324,6.272067940214186
wind_ms,3.409063302966597,1.4021852391262568
precip_mm,2.2860546601261387,4.774005192238182
nao,0.02519971969166084,1.1851875570487143
price_eur_kwh,0.12455541929455732,0.01380743607074281
gdp_mln_eur,177595.01903253,16519.6835632427
population,16946.679034256522,273.4928778969056
wind_energy_gwh,628.6146733629215,306.9256489577771
solar_energy_gwh,166.56635910612783,270.69778774561087
