date,demand_MW,temp_c,wind_ms,precip_mm,sunshine_h,global_rad,pressure_hpa,humidity_pct,cloudiness,nao,price_eur_kwh,gdp_mln_eur,population,wind_energy_gwh,solar_energy_gwh,day_of_week,month,is_weekend,is_holiday
2012-01-13,13582.791666666666,5.5,3.3,0.6,5.2,384,1028.1,73,5.0,1.17,0.11733333333333333,162481.52747252746,16737.054945054944,415.1666666666667,15.916666666666666,4,1,0,0
2012-01-14,12024.458333333334,4.0,2.0,0.0,4.0,341,1028.8,79,6.0,1.17,0.11733333333333333,162548.57142857142,16737.14285714286,415.1666666666667,15.916666666666666,5,1,1,0
2012-01-15,11306.375,1.8,1.9,0.0,2.8,322,1027.1,87,4.0,1.17,0.11733333333333333,162615.61538461538,16737.23076923077,415.1666666666667,15.916666666666666,6,1,1,0
2012-01-16,13710.541666666666,-1.0,1.5,0.0,7.0,406,1028.2,85,0.0,1.17,0.11733333333333333,162682.65934065933,16737.31868131868,415.1666666666667,15.916666666666666,0,1,0,0
2012-01-17,13885.5,-0.3,1.9,0.0,6.6,410,1029.4,81,1.0,1.17,0.11733333333333333,162749.7032967033,16737.406593406595,415.1666666666667,15.916666666666666,1,1,0,0
2012-01-18,14111.541666666666,2.6,4.8,3.4,0.0,136,1024.7,89,7.0,1.17,0.11733333333333333,162816.74725274724,16737.494505494506,415.1666666666667,15.916666666666666,2,1,0,0
2012-01-19,13976.916666666666,6.7,3.9,10.2,1.0,117,1014.8,91,7.0,1.17,0.11733333333333333,162883.7912087912,16737.582417582416,415.1666666666667,15.916666666666666,3,1,0,0
2012-01-20,13812.791666666666,4.6,4.3,1.3,1.8,218,1014.0,81,7.0,1.17,0.11733333333333333,162950.83516483515,16737.67032967033,415.1666666666667,15.916666666666666,4,1,0,0
2012-01-21,12166.625,7.8,6.3,4.3,0.0,146,1006.4,83,8.0,1.17,0.11733333333333333,163017.8791208791,16737.75824175824,415.1666666666667,15.916666666666666,5,1,1,0
2012-01-22,11364.625,6.8,6.1,4.0,1.0,159,1007.8,80,6.0,1.17,0.11733333333333333,163084.92307692306,16737.846153846152,415.1666666666667,15.916666666666666,6,1,1,0
2012-01-23,13586.75,5.4,3.6,3.3,4.7,384,1014.5,84,5.0,1.17,0.11733333333333333,163151.96703296702,16737.934065934067,415.1666666666667,15.916666666666666,0,1,0,0
2012-01-24,13879.083333333334,3.3,2.1,0.0,1.4,208,1020.3,92,6.0,1.17,0.11733333333333333,163219.010989011,16738.021978021978,415.1666666666667,15.916666666666666,1,1,0,0
2012-01-25,13874.083333333334,4.1,3.8,0.0,0.2,200,1019.1,89,8.0,1.17,0.11733333333333333,163286.05494505496,16738.10989010989,415.1666666666667,15.916666666666666,2,1,0,0
2012-01-26,14004.833333333334,4.5,4.4,5.4,0.0,80,1014.1,96,7.0,1.17,0.11733333333333333,163353.0989010989,16738.197802197803,415.1666666666667,15.916666666666666,3,1,0,0
2012-01-27,13589.875,4.3,3.5,0.0,6.3,478,1020.5,89,3.0,1.17,0.11733333333333333,163420.14285714287,16738.285714285714,415.1666666666667,15.916666666666666,4,1,0,0
2012-01-28,12070.625,2.8,2.3,0.0,5.4,503,1028.3,91,6.0,1.17,0.11733333333333333,163487.18681318683,16738.373626373625,415.1666666666667,15.916666666666666,5,1,1,0
2012-01-29,11580.041666666666,-0.7,3.1,0.0,0.0,162,1030.8,81,8.0,1.17,0.11733333333333333,163554.23076923078,16738.46153846154,415.1666666666667,15.916666666666666,6,1,1,0
2012-01-30,14032.0,-2.0,2.8,0.1,0.0,71,1026.7,86,8.0,1.17,0.11733333333333333,163621.27472527474,16738.54945054945,415.1666666666667,15.916666666666666,0,1,0,0
2012-01-31,14213.833333333334,-3.9,4.6,0.0,7.7,571,1028.0,67,1.0,1.17,0.11733333333333333,163688.3186813187,16738.637362637364,415.1666666666667,15.916666666666666,1,1,0,0
2012-02-01,14358.875,-4.9,5.5,0.0,7.7,646,1034.0,49,0.0,0.42,0.11733333333333333,163755.36263736265,16738.725274725275,415.1666666666667,15.916666666666666,2,2,0,0
2012-02-02,14515.666666666666,-6.5,4.8,0.0,8.1,667,1036.3,51,0.0,0.42,0.11733333333333333,163822.4065934066,16738.813186813186,415.1666666666667,15.916666666666666,3,2,0,0
2012-02-03,14526.916666666666,-8.2,2.3,2.9,0.3,204,1037.9,87,6.0,0.42,0.11733333333333333,163889.45054945056,16738.9010989011,415.1666666666667,15.916666666666666,4,2,0,0
2012-02-04,12993.083333333334,-12.1,1.5,0.0,8.1,899,1039.0,84,1.0,0.42,0.11733333333333333,163956.4945054945,16738.98901098901,415.1666666666667,15.916666666666666,5,2,1,0
2012-02-05,12326.833333333334,-7.1,2.9,0.0,6.3,606,1032.7,67,7.0,0.42,0.11733333333333333,164023.53846153847,16739.076923076922,415.1666666666667,15.916666666666666,6,2,1,0
2012-02-06,14498.291666666666,-8.4,2.2,0.0,8.0,714,1035.6,67,2.0,0.42,0.11733333333333333,164090.58241758242,16739.164835164836,415.1666666666667,15.916666666666666,0,2,0,0
2012-02-07,14815.166666666666,-8.5,3.8,0.0,8.5,721,1041.5,71,3.0,0.42,0.11733333333333333,164157.62637362638,16739.252747252747,415.1666666666667,15.916666666666666,1,2,0,0
2012-02-08,14766.875,-3.3,4.5,0.0,5.1,558,1040.3,75,4.0,0.42,0.11733333333333333,164224.67032967033,16739.340659340658,415.1666666666667,15.916666666666666,2,2,0,0
2012-02-09,14771.208333333334,-4.4,2.7,0.0,1.2,212,1039.0,84,4.0,0.42,0.11733333333333333,164291.7142857143,16739.428571428572,415.1666666666667,15.916666666666666,3,2,0,0
2012-02-10,14558.75,-6.1,3.3,0.0,8.7,868,1040.3,68,0.0,0.42,0.11733333333333333,164358.75824175825,16739.516483516483,415.1666666666667,15.916666666666666,4,2,0,0
2012-02-11,12980.625,-7.3,2.5,0.0,8.3,794,1037.2,73,3.0,0.42,0.11733333333333333,164425.8021978022,16739.604395604394,415.1666666666667,15.916666666666666,5,2,1,0
2012-02-12,12350.458333333334,-3.7,1.9,0.4,0.0,293,1032.0,87,8.0,0.42,0.11733333333333333,164492.84615384616,16739.69230769231,415.1666666666667,15.916666666666666,6,2,1,0
2012-02-13,14194.5,2.7,2.2,1.3,0.8,334,1021.2,95,8.0,0.42,0.11733333333333333,164559.8901098901,16739.78021978022,415.1666666666667,15.916666666666666,0,2,0,0
2012-02-14,14148.833333333334,4.6,3.8,3.0,0.5,352,1016.5,91,8.0,0.42,0.11733333333333333,164626.93406593407,16739.86813186813,415.1666666666667,15.916666666666666,1,2,0,0
2012-02-15,14108.541666666666,5.6,5.3,0.2,0.1,279,1015.7,84,8.0,0.42,0.11733333333333333,164693.97802197802,16739.956043956045,415.1666666666667,15.916666666666666,2,2,0,0
2012-02-16,14028.291666666666,5.5,3.2,0.0,0.0,311,1023.5,93,8.0,0.42,0.11733333333333333,164761.02197802198,16740.043956043955,415.1666666666667,15.916666666666666,3,2,0,0
2012-02-17,13714.583333333334,6.8,3.5,0.3,2.8,422,1020.9,91,8.0,0.42,0.11733333333333333,164828.06593406593,16740.13186813187,415.1666666666667,15.916666666666666,4,2,0,0
2012-02-18,12146.958333333334,7.0,6.0,7.0,0.1,182,1011.1,90,8.0,0.42,0.11733333333333333,164895.1098901099,16740.21978021978,415.1666666666667,15.916666666666666,5,2,1,0
2012-02-19,11334.166666666666,2.9,3.5,0.6,6.2,638,1019.6,81,3.0,0.42,0.11733333333333333,164962.15384615384,16740.30769230769,415.1666666666667,15.916666666666666,6,2,1,0
2012-02-20,13230.125,2.2,3.9,0.0,8.1,912,1031.9,73,3.0,0.42,0.11733333333333333,165029.1978021978,16740.395604395606,415.1666666666667,15.916666666666666,0,2,0,0
2012-02-21,13382.25,5.7,5.1,0.0,0.9,453,1028.5,81,7.0,0.42,0.11733333333333333,165096.24175824175,16740.483516483517,415.1666666666667,15.916666666666666,1,2,0,0
2012-02-22,13539.583333333334,6.7,6.7,2.2,3.5,611,1024.5,78,7.0,0.42,0.11733333333333333,165163.2857142857,16740.571428571428,415.1666666666667,15.916666666666666,2,2,0,0
2012-02-23,13496.958333333334,10.1,4.6,1.3,1.9,467,1021.0,93,8.0,0.42,0.11733333333333333,165230.32967032967,16740.659340659342,415.1666666666667,15.916666666666666,3,2,0,0
2012-02-24,13388.125,8.1,3.7,0.2,0.0,199,1024.7,95,7.0,0.42,0.11733333333333333,165297.37362637362,16740.747252747253,415.1666666666667,15.916666666666666,4,2,0,0
2012-02-25,11617.458333333334,5.3,2.7,0.0,7.3,1006,1024.6,85,6.0,0.42,0.11733333333333333,165364.41758241758,16740.835164835164,415.1666666666667,15.916666666666666,5,2,1,0
2012-02-26,11035.416666666666,6.8,2.5,0.0,1.2,398,1026.3,83,8.0,0.42,0.11733333333333333,165431.46153846153,16740.923076923078,415.1666666666667,15.916666666666666,6,2,1,0
2012-02-27,13385.583333333334,6.2,3.8,0.0,0.4,350,1024.2,93,8.0,0.42,0.11733333333333333,165498.5054945055,16741.01098901099,415.1666666666667,15.916666666666666,0,2,0,0
2012-02-28,13475.208333333334,8.7,3.1,0.4,0.0,181,1023.0,98,8.0,0.42,0.11733333333333333,165565.54945054944,16741.0989010989,415.1666666666667,15.916666666666666,1,2,0,0
2012-02-29,13425.208333333334,8.8,2.4,0.1,0.0,221,1025.4,96,8.0,0.42,0.11733333333333333,165632.5934065934,16741.186813186814,415.1666666666667,15.916666666666666,2,2,0,0
2012-03-01,13219.916666666666,9.0,1.5,0.0,0.0,244,1026.3,94,8.0,1.27,0.11733333333333333,165699.63736263735,16741.274725274725,415.1666666666667,15.916666666666666,3,3,0,0
2012-03-02,13122.375,8.8,2.5,0.0,4.4,790,1026.3,88,6.0,1.27,0.11733333333333333,165766.6813186813,16741.362637362636,415.1666666666667,15.916666666666666,4,3,0,0
2012-03-03,11583.291666666666,9.3,3.0,0.0,0.3,364,1021.7,87,7.0,1.27,0.11733333333333333,165833.72527472526,16741.45054945055,415.1666666666667,15.916666666666666,5,3,1,0
2012-03-04,10858.0,7.9,3.4,3.3,0.7,464,1017.5,94,7.0,1.27,0.11733333333333333,165900.76923076922,16741.53846153846,415.1666666666667,15.916666666666666,6,3,1,0
2012-03-05,13343.333333333334,5.6,5.3,4.5,0.0,287,1013.0,83,8.0,1.27,0.11733333333333333,165967.81318681317,16741.626373626375,415.1666666666667,15.916666666666666,0,3,0,0
2012-03-06,13221.583333333334,5.7,2.7,0.0,3.4,688,1024.1,77,6.0,1.27,0.11733333333333333,166034.85714285713,16741.714285714286,415.1666666666667,15.916666666666666,1,3,0,0
2012-03-07,13635.0,4.3,4.8,11.0,0.0,205,1017.4,89,6.0,1.27,0.11733333333333333,166101.9010989011,16741.802197802197,415.1666666666667,15.916666666666666,2,3,0,0
2012-03-08,13305.625,5.8,3.3,0.0,6.4,814,1028.1,81,4.0,1.27,0.11733333333333333,166168.94505494504,16741.89010989011,415.1666666666667,15.916666666666666,3,3,0,0
2012-03-09,13060.041666666666,7.8,4.2,0.0,2.7,637,1034.5,80,7.0,1.27,0.11733333333333333,166235.98901098903,16741.978021978022,415.1666666666667,15.916666666666666,4,3,0,0
2012-03-10,11496.083333333334,9.1,2.9,0.7,1.7,381,1034.0,91,8.0,1.27,0.11733333333333333,166303.03296703298,16742.065934065933,415.1666666666667,15.916666666666666,5,3,1,0
2012-03-11,10539.708333333334,8.9,2.6,0.0,9.7,1212,1034.9,83,3.0,1.27,0.11733333333333333,166370.07692307694,16742.153846153848,415.1666666666667,15.916666666666666,6,3,1,0
2012-03-12,12871.25,7.9,2.2,0.0,5.8,948,1033.4,89,5.0,1.27,0.11733333333333333,166437.1208791209,16742.24175824176,415.1666666666667,15.916666666666666,0,3,0,0
2012-03-13,13202.333333333334,8.0,1.4,0.0,0.0,285,1034.3,80,8.0,1.27,0.11733333333333333,166504.16483516485,16742.32967032967,415.1666666666667,15.916666666666666,1,3,0,0
2012-03-14,13216.875,6.3,1.2,0.0,0.2,429,1032.2,80,7.0,1.27,0.11733333333333333,166571.2087912088,16742.417582417584,415.1666666666667,15.916666666666666,2,3,0,0
2012-03-15,12930.0,6.7,1.9,0.0,10.9,1417,1026.0,84,0.0,1.27,0.11733333333333333,166638.25274725276,16742.505494505494,415.1666666666667,15.916666666666666,3,3,0,0
2012-03-16,12850.958333333334,7.5,2.8,0.0,4.1,793,1019.5,89,4.0,1.27,0.11733333333333333,166705.2967032967,16742.593406593405,415.1666666666667,15.916666666666666,4,3,0,0
2012-03-17,11262.958333333334,9.3,3.2,0.0,3.3,851,1015.1,78,6.0,1.27,0.11733333333333333,166772.34065934067,16742.68131868132,415.1666666666667,15.916666666666666,5,3,1,0
2012-03-18,10741.25,7.2,3.6,0.6,1.4,469,1015.8,87,7.0,1.27,0.11733333333333333,166839.38461538462,16742.76923076923,415.1666666666667,15.916666666666666,6,3,1,0
2012-03-19,12818.916666666666,4.8,2.4,0.0,10.6,1442,1030.8,80,1.0,1.27,0.11733333333333333,166906.42857142858,16742.85714285714,415.1666666666667,15.916666666666666,0,3,0,0
2012-03-20,12871.041666666666,8.5,3.0,0.0,9.4,1395,1034.5,74,4.0,1.27,0.11733333333333333,166973.47252747254,16742.945054945056,415.1666666666667,15.916666666666666,1,3,0,0
