date,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,day_of_week,month,is_weekend,is_holiday
2009-03-14,-1.6155717160928267,-2.0295357458293912,0.4476119410244129,0.8899228085328784,1.3976565038042226,0.5006423891170613,1.1978248079963099,0.297514458029549,0.031854848329506164,5,3,1,0
2009-03-15,-0.931467963256916,-2.1300376708654882,1.0976722769103382,1.021171405253199,1.3265018274809788,0.24898826858412426,1.2681802080687852,1.2377815345494025,-0.13262582083405663,6,3,1,0
2009-03-16,-0.7540764681950827,-2.274038367148239,2.016381454551964,0.0009924615485039949,1.5916675428651466,0.960510856213154,1.0929598602986816,1.0240400863408823,-0.04541752396373669,0,3,0,0
2009-03-17,0.802583574621216,-2.6689255483979735,2.1066204244602353,0.9375745815224864,1.1448389766460765,1.1499183071109682,0.20105062229233825,0.9936105135427294,-0.1565952614566304,1,3,0,0
2009-03-18,0.40336532346825066,-2.5399386348859023,2.295441270255532,0.3649522813423061,1.5964378167988593,1.133610669854269,0.4781704137482421,0.7017296239553217,0.20324799110247707,2,3,0,0
2009-03-19,0.6957811935185585,-2.5600467599044756,1.4595228649097576,1.430539419064904,1.126193261350607,0.678259246798238,0.44904695896169694,0.8685834679772751,-0.0715339745049228,3,3,0,0
2009-03-20,2.04503715704728,-3.0127659138527068,2.2769656852473616,1.7010019593866785,0.987833598628855,1.2556497407605343,-0.6617048742975051,0.48577376195788224,0.09780374409033851,4,3,0,0
2009-03-21,2.0519738148751134,-2.962335202007847,2.065731413034467,1.4835196494398695,1.1514147682185074,1.2073350899828483,-0.3691093808009391,0.17060894479477262,0.1991358445253785,5,3,1,0
2009-03-22,-0.3505191210284577,-2.2175997664854976,0.8002721421158296,1.4100903463603587,1.1798045298534328,0.20078992317840416,1.1459458253731143,1.1648218678277176,-0.19551576968991866,6,3,1,0
2009-03-23,-2.076119998322273,-1.8748152083124172,-0.7029043435187573,2.157345441690929,0.9698663592793516,0.4223875004789903,0.6976081042920615,0.6706514025315877,0.12108061738696244,0,3,0,0
2009-03-24,-0.06774382034372797,-2.3834355664453124,0.12603217300125655,2.180327730869453,1.1181485559180748,0.29599550450821144,0.30491947645371875,-0.37167904637953453,0.2169288577258819,1,3,0,0
2009-03-25,-2.577183174716503,-1.7911671869375712,-1.3791182684435355,1.8004327290821585,1.1338520014855076,0.9983881062660404,0.5585761413955481,-0.2008426428911621,0.3815346348487822,2,3,0,0
2009-03-26,-2.7656358052050627,-1.817713194229445,-0.8090528988160934,1.5809640765007336,1.2405370682857655,0.5561111147311063,0.7731399592033661,-0.49056267643177054,0.26469579739150123,3,3,0,0
2009-03-27,-1.0064508643180876,-2.127056621093033,-1.0525794387794232,2.6392018492427063,1.0520436104404958,-0.19901022682845354,0.6987314901473811,-0.8965088515667039,0.2329957970475063,4,3,0,0
2009-03-28,-2.104536572904061,-1.9702881225662503,-1.0317423462646342,1.0249445720601724,1.4331280364770753,1.6126788854026342,0.3954071008483858,-1.2233796585314574,0.6246117527937125,5,3,1,0
2009-03-29,-0.896287539269931,-2.1791707905056183,0.5563162238557634,0.9603961868002903,1.6319657716956082,0.36332875563956335,1.037574228558783,-0.462912121072942,0.3399054105332093,6,3,1,0
2009-03-30,1.1660551929278022,-2.742490334665176,1.5628814511929592,1.127650857386528,1.359990924199316,1.1205225311834617,0.011806738687527102,-0.36540835144300077,0.2652688537506354,0,3,0,0
2009-03-31,1.7643228518596894,-2.9196662891673952,1.6249932108278733,1.3504201336386068,1.0765228062877084,1.3197396939523345,-0.24660334474393866,-0.26946932821115893,0.03032705665876498,1,3,0,0
2009-04-01,1.4393076936304898,-2.9206065464310598,0.7432981105975427,1.758732106132772,0.9589766322343155,0.74472913026269,-0.5316046347129233,0.1584717169053953,-0.4952740217533337,2,4,0,0
2009-04-02,2.192946844550355,-3.045984122355538,0.3103852397610622,2.257953419525767,0.7439513054079293,0.6162162628561016,-0.5379931052462439,-0.022583208775882824,-0.5870673168820411,3,4,0,0
2009-04-03,2.317748151901204,-3.1193722277822937,0.671447457338182,1.1288874466171601,1.1524044138232865,1.1959577685694542,-0.3459528834354851,-0.9273994013769976,-0.38919785531635553,4,4,0,0
2009-04-04,-1.767797371095946,-2.048532318647121,0.48589674892871404,0.2600434754215023,1.825548131856907,0.027784701172545723,1.2991827026137648,0.6472913069404448,-0.2262681028225426,5,4,1,0
2009-04-05,0.2135479151105577,-2.618785709404169,1.1887908270848153,0.252727133377135,1.66097584941209,0.8721678693871894,0.3416596709853775,0.05329212832754182,-0.1999781455726178,6,4,1,0
2009-04-06,1.342573922471623,-2.850232057121655,0.1953669147191098,1.2799287491561595,1.2255291916557303,0.714892179899144,0.07246573016605182,-0.6952836353444507,-0.3527635177570442,0,4,0,0
2009-04-07,-1.4139762530220539,-2.211372556586571,0.10593287288143742,0.457174710602866,1.7776419369793626,0.1878249848122847,0.9819882278008752,-0.4690144008735503,-0.09606875053007671,1,4,0,0
2009-04-08,-0.9120038224135745,-2.4227005648631126,-0.04226104969699594,1.5926102607482577,1.2017005689722622,0.5024121847977139,-0.1673814304497194,-0.20891101483011196,-0.18936461167459925,2,4,0,0
2009-04-09,-1.0556375180425743,-2.354676036460259,0.49240076867771865,0.27884284126253167,1.6958250529451016,0.5742731681229841,0.6606318904368416,-0.4113675011488782,-0.19965534445871108,3,4,0,0
2009-04-10,1.488804929848195,-2.6821191543015344,-1.167214537256855,2.015585599970166,0.9112017119432502,0.03576998764997229,0.857574653572456,-0.4383370825346009,-0.6947946779738117,4,4,0,1
2009-04-11,0.5686186080835156,-2.484255207120343,-0.5266339393443106,0.5884174387137967,1.536750577999948,0.3240489865469497,1.4435362316594398,-0.5804756893544054,-0.41835368196801015,5,4,1,0
2009-04-12,-1.0875081663743342,-2.2119001312136244,-0.634783708143303,-0.039524527594543335,1.613580533480205,1.2957813903114062,1.068938279748407,-0.11624831769516433,-0.2378680738309971,6,4,1,1
2009-04-13,1.243176892780767,-2.9569560885634436,0.42297861765742994,0.9039443011598829,1.3084034271740201,1.1485366910107566,-0.27592226638758555,-1.3121087817106154,-0.27365657620093675,0,4,0,1
2009-04-14,1.0281823584470606,-2.788434712488069,0.04292850928398839,0.8881865311174643,1.355804340177663,0.8027838295661427,0.3246765784362742,-0.9490236159253984,-0.35117513238333903,1,4,0,0
2009-04-15,2.626439733796778,-3.048557260413244,-0.6773407592476633,2.118904176169408,0.7501353184394632,0.5270767232257567,0.1481780850377518,-0.8330885883373282,-0.7011209056022624,2,4,0,0
2009-04-16,-0.29501701430872945,-2.383387633929031,-0.5142013636453406,0.5387768430271707,1.6207790883370594,0.31028777495360443,1.2714236672775396,-0.7760146731355891,-0.28680330089622214,3,4,0,0
2009-04-17,0.03924210599016209,-2.4873971651083107,-0.7443848052127214,1.237281586832256,1.2878408061182085,0.5575223718756108,0.587516371353679,-0.5276659220165519,-0.3119243679199871,4,4,0,0
2009-04-18,2.6048969589423345,-3.0568371073037017,-0.31982262016584473,2.7665244086427654,0.661867914853864,0.23187325571206513,-0.28785152940983666,-0.0005022803748245553,-0.5682148146853568,5,4,1,0
2009-04-19,1.444369529927072,-2.8984358401272683,0.864489081871864,0.9132938670862965,1.2889013268883842,0.8819201720170052,0.10126052693181962,0.0047861532659846375,-0.3873523096165192,6,4,1,0
2009-04-20,2.6650408696854826,-3.186823586490895,0.8570843948833416,1.4082434757745301,0.9340052881068762,1.0924409253654832,-0.3366767445730929,0.05253113209567961,-0.6053576743776667,0,4,0,0
2009-04-21,2.91625042813441,-3.2411762091956433,0.9154146957635125,1.4172275486429313,0.9616470459010261,1.1469973673598448,-0.42211013414743614,-0.014740864789704934,-0.5488212685217195,1,4,0,0
2009-04-22,2.3660135945620673,-3.1131779928109595,0.8874195416858103,1.5047933490506542,1.0353202612990178,0.932972570258417,-0.3766882335950927,0.20668961495497806,-0.4580436474741286,2,4,0,0
2009-04-23,1.0205463710250486,-2.7590855357488686,1.031056458922331,0.4780595538035897,1.5674800576930215,0.7935367538573077,0.46908141195375386,0.29313619470870045,-0.2473591079163525,3,4,0,0
2009-04-24,2.829027925415888,-3.1921323815076845,0.23331493267413608,2.1773019474140076,0.7552697439534888,0.725262342508772,-0.453729229070429,-0.15149446925510926,-0.5741158572186245,4,4,0,0
2009-04-25,1.315443230490091,-2.720437213101716,-0.5385385552890692,1.6403070374528523,1.162098727043404,0.16153712434325804,0.7174265557267641,-0.32481176284637403,-0.4412269853140792,5,4,1,0
2009-04-26,-0.9919278011405399,-2.236112394140766,-0.413794226695796,-0.2624415018826015,1.8624836706183676,0.8923248405898945,1.3579585091746658,-0.6344979444512584,-0.1550435597262039,6,4,1,0
2009-04-27,-0.37462855044600446,-2.375749974187249,-1.3667505479176212,1.4394166870044558,1.2749040026447087,0.6114235523662062,0.5708305439290663,-0.663427928990627,-0.16739472521586699,0,4,0,0
2009-04-28,-1.5907523986160592,-2.2501431260255926,-0.16052270440751557,0.3373854202907847,1.858978758674258,0.5551662765296326,0.6978122026224827,-1.110760196937472,0.13382931826292746,1,4,0,0
2009-04-29,0.8917797737791779,-2.859240502641347,0.5451878200618748,0.7768224064778069,1.5353408140273903,0.8901542865440193,0.005355329526839051,-1.0981838381251012,-0.03762496213673841,2,4,0,0
2009-04-30,2.1354956687562154,-3.0320436563498885,0.5559842007873526,0.991103794004489,1.2750172834105475,0.9422735864396007,0.14110960238780193,-0.402891483579614,-0.359172672905428,3,4,0,1
2009-05-01,2.0650800326796404,-2.8006100950531403,1.3604081927165204,1.1985954700055996,0.5637349186991123,1.8046569353808146,1.088760580797054,-0.3985505097559684,-0.16323152491306747,4,5,0,0
2009-05-02,1.1611606527566674,-2.598990160361323,1.652698269630179,1.0866155815143124,0.6739311591695484,1.5878695520509174,1.2116955066602533,0.13572615859716333,-0.10397515464078197,5,5,1,0
2009-05-03,-0.42811218410787655,-2.1897992230496786,1.380458621656376,1.0553303321294372,0.9521493938899396,1.0492528452341916,1.6515623318704422,0.4975705566015185,0.14312968659063066,6,5,1,0
2009-05-04,1.2523396334997654,-2.485915586490043,1.059710998931386,1.725296573312128,0.6776107017011185,1.0763106998905032,1.415214583092802,0.45067496973071786,0.06302596428828813,0,5,0,0
2009-05-05,-2.369991082003115,-1.719408486103131,-0.09020521202435951,1.0197139327858482,0.7069372879944852,1.751619047897295,1.7472347243803206,0.9708666999287526,0.09114819152985607,1,5,0,0
2009-05-06,-1.7975038092332165,-1.7796719447079499,-0.2230862154923565,1.5865068787857288,0.6579228528893868,0.7698143960425953,2.1822731467012035,0.7462229784361745,-0.05742971822477458,2,5,0,0
2009-05-07,-0.21700314815674823,-2.2458556491960566,0.45884811193555763,1.6667419950990383,0.6421557924492338,0.8468648653602154,1.6347026902925121,-0.2475712835196742,-0.05961873251802294,3,5,0,0
2009-05-08,0.4707033660321885,-2.3681077812780504,-0.03070247811024894,2.5853131730781334,0.3055490226728574,0.8113542384958156,1.1985299569970966,-0.08806936858223789,-0.06145965708340237,4,5,0,0
2009-05-09,0.8705566812207028,-2.441432041222537,0.7828633838136018,1.3484618714991568,0.8671915313134169,1.043868838138565,1.7398773862608998,-0.265948144721681,0.15592634923144913,5,5,1,0
2009-05-10,2.733158101625669,-2.8898851377138732,0.7942801317194568,2.000841216726344,0.38093437867076746,1.4553285270832772,1.0003298763298465,-0.49074755658146896,-0.12134203186098244,6,5,1,0
2009-05-11,1.6229684951718273,-2.5841143184257436,0.11087275115505953,3.3740439166123077,-0.057158700601550046,0.45660439867754693,1.0409891689789241,0.724061943754383,-0.34694476726462525,0,5,0,0
2009-05-12,1.934536054891469,-2.498186545613743,-0.3870282850201154,3.9398184097231264,-0.1508908400655076,-0.14616182374996603,1.5321609818572,1.243323866259122,-0.37678910695358314,1,5,0,0
2009-05-13,1.1036144713729958,-2.223449270960637,-0.8887958089464831,3.178344542292264,0.13451475043001135,-0.2356074375309037,2.429946949045444,0.9777950804366035,-0.42996298626966517,2,5,0,0
2009-05-14,-0.29030416832897565,-1.9913225145615379,-0.9657645684983177,1.9510494494150548,0.6144362365187822,0.40658100766905847,2.668397924987881,0.07698726619182789,-0.08814390636235395,3,5,0,0
2009-05-15,-2.359740644698109,-1.8189902286022497,-0.5670793246486472,0.630540036092854,0.8375578449031301,2.2315432324975117,1.6092533971836749,-0.5246526095852102,0.27777647242164666,4,5,0,0
2009-05-16,0.2657900902202984,-2.3458310489812098,0.17730792959936217,1.9184122534000296,0.562749444905427,0.8848369421740279,1.4912874975714947,-0.5424167257718912,-0.0415478278849771,5,5,1,0
2009-05-17,-1.4743688255173055,-1.9616949524282978,-0.8263844760699586,1.329678873479891,0.41904643121810053,2.667175081469957,1.0974587397479325,0.43326904373858943,0.20671255842532002,6,5,1,0
2009-05-18,1.4337780268657994,-2.562601340619338,0.2580245141385425,2.2756464377222385,0.30986715330021924,0.9162019819771551,1.3952161263836949,-0.08045046890662136,-0.24799399966933286,0,5,0,0
2009-05-19,1.0028474040479338,-2.5219666683756015,0.8724553083073182,1.3788294562931924,0.6286759902579483,1.2393542178459116,1.5789374513756373,-0.13409116293290582,-0.11739275783239786,1,5,0,0
2009-05-20,1.9544675843314907,-2.7375071534903728,0.8912110410898317,1.4657295412323192,0.5551034841438786,1.456807724553191,1.3869222596478659,-0.3418979052441769,-0.127388583294383,2,5,0,0
2009-05-21,0.9228078278896621,-2.5269518457482802,0.6373368494907712,1.2400981214107625,0.7746539206352466,1.273423016366235,1.634046462309884,-0.7606742745483186,0.05367466944360713,3,5,0,1
2009-05-22,1.6416141412905414,-2.59846057516087,0.37179431909965605,1.6467368078331381,0.5707980685164896,1.286306876540303,1.5334298324911824,-0.38892377451116267,-0.09445847328641396,4,5,0,0
