date,temp_c,precip_mm,sunshine_h,global_rad,pressure_hpa,nao,gdp_mln_eur,population,wind_energy_gwh,solar_energy_gwh,day_of_week,month,is_weekend,is_holiday,sin1_ann,cos1_ann,sin2_ann,cos2_ann
2012-06-26,0.8571682927380985,-0.4789106033453993,1.2626435152749498,1.4535453995,0.5860239589949432,-2.156197296958959,-1.0414054077868977,-0.6824122841820677,-0.6955200436314088,-0.5565885555603911,1,6,0,0,0.07947729992362097,-0.9968366760893436,-0.15845177496083634,0.9873667175937016
2012-06-27,1.144188504453321,-0.33226606846656925,-1.026063184501602,-0.4578204814880691,0.17870716596782996,-2.156197296958959,-1.0466039433567413,-0.6817291402152242,-0.6955200436314088,-0.5565885555603911,2,6,0,0,0.06231837935432508,-0.998056320853012,-0.12439450483979998,0.9922328391893008
2012-06-28,1.8298478991063525,-0.4789106033453993,0.30901572370138647,1.085926449488415,-0.7508106437607136,-2.156197296958959,-1.051802478926585,-0.6810459962483808,-0.6955200436314088,-0.5565885555603911,3,6,0,0,0.045141017773971934,-0.9989806246941579,-0.09019000427034513,0.9959245770286599
2012-06-29,1.319589744945957,-0.4160629455401864,-0.0009133085600215459,0.7107277273116428,-0.7403666234266826,-2.156197296958959,-1.0570010144964284,-0.6803628522815374,-0.6955200436314088,-0.5565885555603911,4,6,0,0,0.02795029824021032,-0.999609314096404,-0.05587875690537313,0.9984375616565666
2012-06-30,1.319589744945957,0.5476011408064111,0.8811923986455242,1.5685052773386745,-0.4374900337398554,-2.156197296958959,-1.062199550066272,-0.6796797083147073,-0.6955200436314088,-0.5565885555603911,5,6,1,0,0.010751307763521931,-0.9999422030204416,-0.021501372740813793,0.999768818762748
2012-07-01,0.7296037541979998,-0.4370121648085907,1.1672807361175934,1.097296107736196,0.0638229422935129,-1.1351425789210394,-1.0673980856361154,-0.6789965643478639,-0.6955200436314088,-0.5565885555603911,6,7,1,0,-0.006450864198105151,-0.9999791929590823,0.012901459949419653,0.9999167727021953
2012-07-02,0.9050049946906357,-0.4789106033453993,0.7619889246988288,1.5546090283691645,0.3666995319803401,-1.1351425789210394,-1.0616953943384555,-0.6782810977125195,-0.6955200436314088,-0.5565885555603911,0,7,0,0,-0.02365112724523159,-0.9997202729664083,0.04728902277113236,0.9988812483600598
2012-07-03,1.3036441776284446,-0.4789106033453993,-0.3346830356107687,0.7701026092722768,0.1264870642976869,-1.1351425789210394,-1.0559927030407954,-0.6775656310771618,-0.6955200436314088,-0.5565885555603911,1,7,0,0,-0.04084439154329611,-0.9991655196610109,0.08162061540319052,0.9966634713589159
2012-07-04,1.6544466586137163,-0.4789106033453993,0.21365294454403028,1.1238253103143516,-0.3017177693974883,-1.1351425789210394,-1.0502900117431373,-0.6768501644418176,-0.6955200436314088,-0.5565885555603911,2,7,0,0,-0.05802556932878034,-0.9983150972033183,0.11585560376947847,0.9932660666081418
2012-07-05,1.7660656298363027,-0.39511372627178215,0.4043785028587429,1.3297424541352738,-0.6359264200863965,-1.1351425789210394,-1.0445873204454772,-0.6761346978064732,-0.6955200436314088,-0.5565885555603911,3,7,0,0,-0.07518957641475855,-0.9971692572470178,0.14995346813244534,0.9886930551971383
